studyId	pubmedId	isHarmonisedByOt
GCST90470900	39789286	TRUE
GCST90470901	39789286	TRUE
GCST90470902	39789286	TRUE
GCST90470903	39789286	TRUE
GCST90470906	39789286	TRUE
GCST90470907	39789286	TRUE
GCST90470908	39789286	TRUE
GCST90468695	39789286	TRUE
GCST90468697	39789286	TRUE
GCST90468698	39789286	TRUE
GCST90468701	39789286	TRUE
GCST90468702	39789286	TRUE
GCST90468703	39789286	TRUE
GCST90468704	39789286	TRUE
GCST90468706	39789286	TRUE
GCST90470823	39789286	TRUE
GCST90470824	39789286	TRUE
GCST90470825	39789286	TRUE
GCST90470826	39789286	TRUE
GCST90470827	39789286	TRUE
GCST90470828	39789286	TRUE
GCST90470829	39789286	TRUE
GCST90470830	39789286	TRUE
GCST90470831	39789286	TRUE
GCST90470833	39789286	TRUE
GCST90470834	39789286	TRUE
GCST90470835	39789286	TRUE
GCST90470836	39789286	TRUE
GCST90470838	39789286	TRUE
GCST90470839	39789286	TRUE
GCST90470842	39789286	TRUE
GCST90470844	39789286	TRUE
GCST90470845	39789286	TRUE
GCST90470846	39789286	TRUE
GCST90470847	39789286	TRUE
GCST90470848	39789286	TRUE
GCST90470849	39789286	TRUE
GCST90470850	39789286	TRUE
GCST90470852	39789286	TRUE
GCST90470853	39789286	TRUE
GCST90470854	39789286	TRUE
GCST90470855	39789286	TRUE
GCST90470856	39789286	TRUE
GCST90470857	39789286	TRUE
GCST90470858	39789286	TRUE
GCST90468671	39789286	TRUE
GCST90468672	39789286	TRUE
GCST90468673	39789286	TRUE
GCST90468675	39789286	TRUE
GCST90468679	39789286	TRUE
GCST90468680	39789286	TRUE
GCST90468681	39789286	TRUE
GCST90468683	39789286	TRUE
GCST90468685	39789286	TRUE
GCST90468686	39789286	TRUE
GCST90468687	39789286	TRUE
GCST90468688	39789286	TRUE
GCST90468689	39789286	TRUE
GCST90468691	39789286	TRUE
GCST90468692	39789286	TRUE
GCST90468693	39789286	TRUE
GCST90468645	39789286	TRUE
GCST90468647	39789286	TRUE
GCST90468648	39789286	TRUE
GCST90468649	39789286	TRUE
GCST90468650	39789286	TRUE
GCST90468651	39789286	TRUE
GCST90468652	39789286	TRUE
GCST90468653	39789286	TRUE
GCST90468654	39789286	TRUE
GCST90468655	39789286	TRUE
GCST90468656	39789286	TRUE
GCST90468657	39789286	TRUE
GCST90468659	39789286	TRUE
GCST90468660	39789286	TRUE
GCST90468661	39789286	TRUE
GCST90468662	39789286	TRUE
GCST90468663	39789286	TRUE
GCST90468664	39789286	TRUE
GCST90468665	39789286	TRUE
GCST90468666	39789286	TRUE
GCST90468667	39789286	TRUE
GCST90468668	39789286	TRUE
GCST90470860	39789286	TRUE
GCST90470862	39789286	TRUE
GCST90470863	39789286	TRUE
GCST90470864	39789286	TRUE
GCST90470865	39789286	TRUE
GCST90470866	39789286	TRUE
GCST90470867	39789286	TRUE
GCST90470868	39789286	TRUE
GCST90470869	39789286	TRUE
GCST90470870	39789286	TRUE
GCST90470871	39789286	TRUE
GCST90470872	39789286	TRUE
GCST90470873	39789286	TRUE
GCST90470874	39789286	TRUE
GCST90470875	39789286	TRUE
GCST90470876	39789286	TRUE
GCST90470877	39789286	TRUE
GCST90470878	39789286	TRUE
GCST90470879	39789286	TRUE
GCST90470881	39789286	TRUE
GCST90470883	39789286	TRUE
GCST90470884	39789286	TRUE
GCST90468094	39789286	TRUE
GCST90468095	39789286	TRUE
GCST90468096	39789286	TRUE
GCST90468097	39789286	TRUE
GCST90468100	39789286	TRUE
GCST90468101	39789286	TRUE
GCST90468102	39789286	TRUE
GCST90468105	39789286	TRUE
GCST90468107	39789286	TRUE
GCST90468108	39789286	TRUE
GCST90468111	39789286	TRUE
GCST90468113	39789286	TRUE
GCST90468114	39789286	TRUE
GCST90468115	39789286	TRUE
GCST90468116	39789286	TRUE
GCST90468117	39789286	TRUE
GCST90468118	39789286	TRUE
GCST90468170	39789286	TRUE
GCST90468171	39789286	TRUE
GCST90468172	39789286	TRUE
GCST90468173	39789286	TRUE
GCST90468175	39789286	TRUE
GCST90468176	39789286	TRUE
GCST90468177	39789286	TRUE
GCST90468179	39789286	TRUE
GCST90468180	39789286	TRUE
GCST90468181	39789286	TRUE
GCST90468182	39789286	TRUE
GCST90468183	39789286	TRUE
GCST90468184	39789286	TRUE
GCST90468185	39789286	TRUE
GCST90468189	39789286	TRUE
GCST90468191	39789286	TRUE
GCST90468192	39789286	TRUE
GCST90468193	39789286	TRUE
GCST90468469	39789286	TRUE
GCST90468470	39789286	TRUE
GCST90468471	39789286	TRUE
GCST90468473	39789286	TRUE
GCST90468475	39789286	TRUE
GCST90468476	39789286	TRUE
GCST90468477	39789286	TRUE
GCST90468478	39789286	TRUE
GCST90468479	39789286	TRUE
GCST90468480	39789286	TRUE
GCST90468481	39789286	TRUE
GCST90468482	39789286	TRUE
GCST90468485	39789286	TRUE
GCST90468486	39789286	TRUE
GCST90468488	39789286	TRUE
GCST90468490	39789286	TRUE
GCST90468492	39789286	TRUE
GCST90468444	39789286	TRUE
GCST90468445	39789286	TRUE
GCST90468446	39789286	TRUE
GCST90468448	39789286	TRUE
GCST90468449	39789286	TRUE
GCST90468451	39789286	TRUE
GCST90468452	39789286	TRUE
GCST90468453	39789286	TRUE
GCST90468454	39789286	TRUE
GCST90468458	39789286	TRUE
GCST90468460	39789286	TRUE
GCST90468461	39789286	TRUE
GCST90468466	39789286	TRUE
GCST90468467	39789286	TRUE
GCST90468495	39789286	TRUE
GCST90468496	39789286	TRUE
GCST90468498	39789286	TRUE
GCST90468500	39789286	TRUE
GCST90468501	39789286	TRUE
GCST90468503	39789286	TRUE
GCST90468504	39789286	TRUE
GCST90468505	39789286	TRUE
GCST90468507	39789286	TRUE
GCST90468508	39789286	TRUE
GCST90468509	39789286	TRUE
GCST90468510	39789286	TRUE
GCST90468511	39789286	TRUE
GCST90468512	39789286	TRUE
GCST90468513	39789286	TRUE
GCST90468514	39789286	TRUE
GCST90468515	39789286	TRUE
GCST90468516	39789286	TRUE
GCST90468517	39789286	TRUE
GCST90468518	39789286	TRUE
GCST90468544	39789286	TRUE
GCST90468545	39789286	TRUE
GCST90468546	39789286	TRUE
GCST90468547	39789286	TRUE
GCST90468548	39789286	TRUE
GCST90468549	39789286	TRUE
GCST90468550	39789286	TRUE
GCST90468551	39789286	TRUE
GCST90468552	39789286	TRUE
GCST90468554	39789286	TRUE
GCST90468555	39789286	TRUE
GCST90468556	39789286	TRUE
GCST90468557	39789286	TRUE
GCST90468558	39789286	TRUE
GCST90468560	39789286	TRUE
GCST90468561	39789286	TRUE
GCST90468562	39789286	TRUE
GCST90468563	39789286	TRUE
GCST90468564	39789286	TRUE
GCST90468565	39789286	TRUE
GCST90468566	39789286	TRUE
GCST90468568	39789286	TRUE
GCST90468419	39789286	TRUE
GCST90468420	39789286	TRUE
GCST90468421	39789286	TRUE
GCST90468422	39789286	TRUE
GCST90468423	39789286	TRUE
GCST90468424	39789286	TRUE
GCST90468426	39789286	TRUE
GCST90468427	39789286	TRUE
GCST90468428	39789286	TRUE
GCST90468429	39789286	TRUE
GCST90468430	39789286	TRUE
GCST90468431	39789286	TRUE
GCST90468432	39789286	TRUE
GCST90468433	39789286	TRUE
GCST90468434	39789286	TRUE
GCST90468435	39789286	TRUE
GCST90468436	39789286	TRUE
GCST90468437	39789286	TRUE
GCST90468438	39789286	TRUE
GCST90468440	39789286	TRUE
GCST90468441	39789286	TRUE
GCST90468442	39789286	TRUE
GCST90468443	39789286	TRUE
GCST90468369	39789286	TRUE
GCST90468371	39789286	TRUE
GCST90468372	39789286	TRUE
GCST90468373	39789286	TRUE
GCST90468378	39789286	TRUE
GCST90468379	39789286	TRUE
GCST90468380	39789286	TRUE
GCST90468382	39789286	TRUE
GCST90468383	39789286	TRUE
GCST90468384	39789286	TRUE
GCST90468385	39789286	TRUE
GCST90468388	39789286	TRUE
GCST90468391	39789286	TRUE
GCST90468392	39789286	TRUE
GCST90468393	39789286	TRUE
GCST90468394	39789286	TRUE
GCST90468395	39789286	TRUE
GCST90468396	39789286	TRUE
GCST90468397	39789286	TRUE
GCST90468399	39789286	TRUE
GCST90468402	39789286	TRUE
GCST90468403	39789286	TRUE
GCST90468405	39789286	TRUE
GCST90468406	39789286	TRUE
GCST90468408	39789286	TRUE
GCST90468409	39789286	TRUE
GCST90468410	39789286	TRUE
GCST90468411	39789286	TRUE
GCST90468413	39789286	TRUE
GCST90468416	39789286	TRUE
GCST90468417	39789286	TRUE
GCST90468418	39789286	TRUE
GCST90468519	39789286	TRUE
GCST90468520	39789286	TRUE
GCST90468521	39789286	TRUE
GCST90468523	39789286	TRUE
GCST90468524	39789286	TRUE
GCST90468525	39789286	TRUE
GCST90468526	39789286	TRUE
GCST90468527	39789286	TRUE
GCST90468528	39789286	TRUE
GCST90468529	39789286	TRUE
GCST90468532	39789286	TRUE
GCST90468533	39789286	TRUE
GCST90468534	39789286	TRUE
GCST90468535	39789286	TRUE
GCST90468536	39789286	TRUE
GCST90468537	39789286	TRUE
GCST90468538	39789286	TRUE
GCST90468539	39789286	TRUE
GCST90468540	39789286	TRUE
GCST90468541	39789286	TRUE
GCST90468069	39789286	TRUE
GCST90468070	39789286	TRUE
GCST90468071	39789286	TRUE
GCST90468072	39789286	TRUE
GCST90468073	39789286	TRUE
GCST90468074	39789286	TRUE
GCST90468075	39789286	TRUE
GCST90468076	39789286	TRUE
GCST90468077	39789286	TRUE
GCST90468078	39789286	TRUE
GCST90468079	39789286	TRUE
GCST90468081	39789286	TRUE
GCST90468082	39789286	TRUE
GCST90468083	39789286	TRUE
GCST90468084	39789286	TRUE
GCST90468085	39789286	TRUE
GCST90468086	39789286	TRUE
GCST90468088	39789286	TRUE
GCST90468089	39789286	TRUE
GCST90468090	39789286	TRUE
GCST90468091	39789286	TRUE
GCST90468092	39789286	TRUE
GCST90468093	39789286	TRUE
GCST90469196	39789286	TRUE
GCST90469198	39789286	TRUE
GCST90469200	39789286	TRUE
GCST90469202	39789286	TRUE
GCST90469205	39789286	TRUE
GCST90469206	39789286	TRUE
GCST90469207	39789286	TRUE
GCST90469209	39789286	TRUE
GCST90469210	39789286	TRUE
GCST90469211	39789286	TRUE
GCST90469212	39789286	TRUE
GCST90469213	39789286	TRUE
GCST90469214	39789286	TRUE
GCST90469215	39789286	TRUE
GCST90469216	39789286	TRUE
GCST90469217	39789286	TRUE
GCST90469218	39789286	TRUE
GCST90470912	39789286	TRUE
GCST90470913	39789286	TRUE
GCST90470914	39789286	TRUE
GCST90470916	39789286	TRUE
GCST90470917	39789286	TRUE
GCST90470918	39789286	TRUE
GCST90470920	39789286	TRUE
GCST90470921	39789286	TRUE
GCST90470923	39789286	TRUE
GCST90470924	39789286	TRUE
GCST90470925	39789286	TRUE
GCST90470926	39789286	TRUE
GCST90470927	39789286	TRUE
GCST90470928	39789286	TRUE
GCST90470929	39789286	TRUE
GCST90470930	39789286	TRUE
GCST90470932	39789286	TRUE
GCST90470933	39789286	TRUE
GCST90470935	39789286	TRUE
GCST90469123	39789286	TRUE
GCST90469124	39789286	TRUE
GCST90469128	39789286	TRUE
GCST90469129	39789286	TRUE
GCST90469130	39789286	TRUE
GCST90469131	39789286	TRUE
GCST90469132	39789286	TRUE
GCST90469133	39789286	TRUE
GCST90469134	39789286	TRUE
GCST90469135	39789286	TRUE
GCST90469138	39789286	TRUE
GCST90469140	39789286	TRUE
GCST90469141	39789286	TRUE
GCST90469142	39789286	TRUE
GCST90469172	39789286	TRUE
GCST90469173	39789286	TRUE
GCST90469175	39789286	TRUE
GCST90469176	39789286	TRUE
GCST90469177	39789286	TRUE
GCST90469179	39789286	TRUE
GCST90469180	39789286	TRUE
GCST90469182	39789286	TRUE
GCST90469183	39789286	TRUE
GCST90469184	39789286	TRUE
GCST90469186	39789286	TRUE
GCST90469187	39789286	TRUE
GCST90469189	39789286	TRUE
GCST90469190	39789286	TRUE
GCST90469192	39789286	TRUE
GCST90469194	39789286	TRUE
GCST90469195	39789286	TRUE
GCST90469246	39789286	TRUE
GCST90469247	39789286	TRUE
GCST90469248	39789286	TRUE
GCST90469249	39789286	TRUE
GCST90469250	39789286	TRUE
GCST90469251	39789286	TRUE
GCST90469252	39789286	TRUE
GCST90469253	39789286	TRUE
GCST90469254	39789286	TRUE
GCST90469255	39789286	TRUE
GCST90469256	39789286	TRUE
GCST90469257	39789286	TRUE
GCST90469258	39789286	TRUE
GCST90469260	39789286	TRUE
GCST90469261	39789286	TRUE
GCST90469262	39789286	TRUE
GCST90469263	39789286	TRUE
GCST90469265	39789286	TRUE
GCST90469266	39789286	TRUE
GCST90469268	39789286	TRUE
GCST90469269	39789286	TRUE
GCST90469221	39789286	TRUE
GCST90469222	39789286	TRUE
GCST90469223	39789286	TRUE
GCST90469225	39789286	TRUE
GCST90469228	39789286	TRUE
GCST90470936	39789286	TRUE
GCST90469229	39789286	TRUE
GCST90469230	39789286	TRUE
GCST90469231	39789286	TRUE
GCST90469233	39789286	TRUE
GCST90469234	39789286	TRUE
GCST90469235	39789286	TRUE
GCST90469236	39789286	TRUE
GCST90469237	39789286	TRUE
GCST90469238	39789286	TRUE
GCST90469239	39789286	TRUE
GCST90469240	39789286	TRUE
GCST90469241	39789286	TRUE
GCST90469242	39789286	TRUE
GCST90469243	39789286	TRUE
GCST90469244	39789286	TRUE
GCST90469320	39789286	TRUE
GCST90469321	39789286	TRUE
GCST90469322	39789286	TRUE
GCST90469325	39789286	TRUE
GCST90469326	39789286	TRUE
GCST90469327	39789286	TRUE
GCST90469328	39789286	TRUE
GCST90469329	39789286	TRUE
GCST90469330	39789286	TRUE
GCST90469333	39789286	TRUE
GCST90469335	39789286	TRUE
GCST90469339	39789286	TRUE
GCST90469340	39789286	TRUE
GCST90469341	39789286	TRUE
GCST90469343	39789286	TRUE
GCST90469344	39789286	TRUE
GCST90469146	39789286	TRUE
GCST90469147	39789286	TRUE
GCST90469148	39789286	TRUE
GCST90469149	39789286	TRUE
GCST90469151	39789286	TRUE
GCST90469152	39789286	TRUE
GCST90469154	39789286	TRUE
GCST90469155	39789286	TRUE
GCST90469156	39789286	TRUE
GCST90469157	39789286	TRUE
GCST90469159	39789286	TRUE
GCST90469162	39789286	TRUE
GCST90469164	39789286	TRUE
GCST90469166	39789286	TRUE
GCST90469167	39789286	TRUE
GCST90469168	39789286	TRUE
GCST90469170	39789286	TRUE
GCST90469270	39789286	TRUE
GCST90469271	39789286	TRUE
GCST90469272	39789286	TRUE
GCST90469273	39789286	TRUE
GCST90469275	39789286	TRUE
GCST90469276	39789286	TRUE
GCST90469277	39789286	TRUE
GCST90469278	39789286	TRUE
GCST90469280	39789286	TRUE
GCST90469282	39789286	TRUE
GCST90469283	39789286	TRUE
GCST90469284	39789286	TRUE
GCST90469285	39789286	TRUE
GCST90469286	39789286	TRUE
GCST90469288	39789286	TRUE
GCST90469290	39789286	TRUE
GCST90469291	39789286	TRUE
GCST90469292	39789286	TRUE
GCST90469294	39789286	TRUE
GCST90469770	39789286	TRUE
GCST90469771	39789286	TRUE
GCST90469772	39789286	TRUE
GCST90469773	39789286	TRUE
GCST90469774	39789286	TRUE
GCST90469776	39789286	TRUE
GCST90469777	39789286	TRUE
GCST90469779	39789286	TRUE
GCST90469781	39789286	TRUE
GCST90469784	39789286	TRUE
GCST90469786	39789286	TRUE
GCST90469787	39789286	TRUE
GCST90469788	39789286	TRUE
GCST90469789	39789286	TRUE
GCST90469790	39789286	TRUE
GCST90469791	39789286	TRUE
GCST90469792	39789286	TRUE
GCST90469793	39789286	TRUE
GCST90469794	39789286	TRUE
GCST90469796	39789286	TRUE
GCST90469797	39789286	TRUE
GCST90469798	39789286	TRUE
GCST90469799	39789286	TRUE
GCST90469800	39789286	TRUE
GCST90469803	39789286	TRUE
GCST90469804	39789286	TRUE
GCST90469810	39789286	TRUE
GCST90469812	39789286	TRUE
GCST90469813	39789286	TRUE
GCST90469814	39789286	TRUE
GCST90469816	39789286	TRUE
GCST90469817	39789286	TRUE
GCST90469818	39789286	TRUE
GCST90470220	39789286	TRUE
GCST90470221	39789286	TRUE
GCST90470223	39789286	TRUE
GCST90470225	39789286	TRUE
GCST90470226	39789286	TRUE
GCST90470227	39789286	TRUE
GCST90470228	39789286	TRUE
GCST90470230	39789286	TRUE
GCST90470231	39789286	TRUE
GCST90470232	39789286	TRUE
GCST90470234	39789286	TRUE
GCST90470236	39789286	TRUE
GCST90470237	39789286	TRUE
GCST90470238	39789286	TRUE
GCST90470239	39789286	TRUE
GCST90470240	39789286	TRUE
GCST90470241	39789286	TRUE
GCST90470242	39789286	TRUE
GCST90470243	39789286	TRUE
GCST90470244	39789286	TRUE
GCST90470601	39789286	TRUE
GCST90470604	39789286	TRUE
GCST90470605	39789286	TRUE
GCST90470607	39789286	TRUE
GCST90470608	39789286	TRUE
GCST90470610	39789286	TRUE
GCST90470611	39789286	TRUE
GCST90470612	39789286	TRUE
GCST90470613	39789286	TRUE
GCST90470614	39789286	TRUE
GCST90470615	39789286	TRUE
GCST90470616	39789286	TRUE
GCST90470617	39789286	TRUE
GCST90470618	39789286	TRUE
GCST90470619	39789286	TRUE
GCST90470620	39789286	TRUE
GCST90470621	39789286	TRUE
GCST90470700	39789286	TRUE
GCST90470701	39789286	TRUE
GCST90470702	39789286	TRUE
GCST90470703	39789286	TRUE
GCST90470705	39789286	TRUE
GCST90470707	39789286	TRUE
GCST90470709	39789286	TRUE
GCST90470710	39789286	TRUE
GCST90470711	39789286	TRUE
GCST90470712	39789286	TRUE
GCST90470713	39789286	TRUE
GCST90470714	39789286	TRUE
GCST90470716	39789286	TRUE
GCST90470717	39789286	TRUE
GCST90470718	39789286	TRUE
GCST90470719	39789286	TRUE
GCST90470720	39789286	TRUE
GCST90470721	39789286	TRUE
GCST90470722	39789286	TRUE
GCST90470723	39789286	TRUE
GCST90470549	39789286	TRUE
GCST90470551	39789286	TRUE
GCST90470552	39789286	TRUE
GCST90470554	39789286	TRUE
GCST90470555	39789286	TRUE
GCST90470557	39789286	TRUE
GCST90470559	39789286	TRUE
GCST90470560	39789286	TRUE
GCST90470561	39789286	TRUE
GCST90470563	39789286	TRUE
GCST90470564	39789286	TRUE
GCST90470566	39789286	TRUE
GCST90470568	39789286	TRUE
GCST90470569	39789286	TRUE
GCST90470570	39789286	TRUE
GCST90470571	39789286	TRUE
GCST90470572	39789286	TRUE
GCST90470674	39789286	TRUE
GCST90470675	39789286	TRUE
GCST90470676	39789286	TRUE
GCST90470677	39789286	TRUE
GCST90470678	39789286	TRUE
GCST90470680	39789286	TRUE
GCST90470681	39789286	TRUE
GCST90470684	39789286	TRUE
GCST90470686	39789286	TRUE
GCST90470687	39789286	TRUE
GCST90470688	39789286	TRUE
GCST90470690	39789286	TRUE
GCST90470691	39789286	TRUE
GCST90470692	39789286	TRUE
GCST90470693	39789286	TRUE
GCST90470696	39789286	TRUE
GCST90470697	39789286	TRUE
GCST90470574	39789286	TRUE
GCST90470575	39789286	TRUE
GCST90470576	39789286	TRUE
GCST90470579	39789286	TRUE
GCST90470580	39789286	TRUE
GCST90470581	39789286	TRUE
GCST90470582	39789286	TRUE
GCST90470583	39789286	TRUE
GCST90470585	39789286	TRUE
GCST90470586	39789286	TRUE
GCST90470587	39789286	TRUE
GCST90470588	39789286	TRUE
GCST90470589	39789286	TRUE
GCST90470590	39789286	TRUE
GCST90470591	39789286	TRUE
GCST90470593	39789286	TRUE
GCST90470594	39789286	TRUE
GCST90470595	39789286	TRUE
GCST90470596	39789286	TRUE
GCST90470597	39789286	TRUE
GCST90470598	39789286	TRUE
GCST90470526	39789286	TRUE
GCST90470527	39789286	TRUE
GCST90470528	39789286	TRUE
GCST90470529	39789286	TRUE
GCST90470530	39789286	TRUE
GCST90470531	39789286	TRUE
GCST90470532	39789286	TRUE
GCST90470533	39789286	TRUE
GCST90470534	39789286	TRUE
GCST90470535	39789286	TRUE
GCST90470538	39789286	TRUE
GCST90470539	39789286	TRUE
GCST90470540	39789286	TRUE
GCST90470542	39789286	TRUE
GCST90470543	39789286	TRUE
GCST90470545	39789286	TRUE
GCST90470547	39789286	TRUE
GCST90470548	39789286	TRUE
GCST90470652	39789286	TRUE
GCST90470653	39789286	TRUE
GCST90470654	39789286	TRUE
GCST90470655	39789286	TRUE
GCST90470656	39789286	TRUE
GCST90470657	39789286	TRUE
GCST90470658	39789286	TRUE
GCST90470660	39789286	TRUE
GCST90470662	39789286	TRUE
GCST90470663	39789286	TRUE
GCST90470664	39789286	TRUE
GCST90470665	39789286	TRUE
GCST90470666	39789286	TRUE
GCST90470668	39789286	TRUE
GCST90470669	39789286	TRUE
GCST90470670	39789286	TRUE
GCST90470671	39789286	TRUE
GCST90470672	39789286	TRUE
GCST90470499	39789286	TRUE
GCST90470500	39789286	TRUE
GCST90470501	39789286	TRUE
GCST90470503	39789286	TRUE
GCST90470504	39789286	TRUE
GCST90470505	39789286	TRUE
GCST90470506	39789286	TRUE
GCST90470507	39789286	TRUE
GCST90470509	39789286	TRUE
GCST90470510	39789286	TRUE
GCST90470511	39789286	TRUE
GCST90470512	39789286	TRUE
GCST90470513	39789286	TRUE
GCST90470515	39789286	TRUE
GCST90470516	39789286	TRUE
GCST90470518	39789286	TRUE
GCST90470519	39789286	TRUE
GCST90470520	39789286	TRUE
GCST90470521	39789286	TRUE
GCST90470522	39789286	TRUE
GCST90470523	39789286	TRUE
GCST90469871	39789286	TRUE
GCST90469872	39789286	TRUE
GCST90469873	39789286	TRUE
GCST90469874	39789286	TRUE
GCST90469875	39789286	TRUE
GCST90469877	39789286	TRUE
GCST90469878	39789286	TRUE
GCST90469879	39789286	TRUE
GCST90469881	39789286	TRUE
GCST90469882	39789286	TRUE
GCST90469883	39789286	TRUE
GCST90469884	39789286	TRUE
GCST90469885	39789286	TRUE
GCST90469886	39789286	TRUE
GCST90469888	39789286	TRUE
GCST90469889	39789286	TRUE
GCST90469890	39789286	TRUE
GCST90469891	39789286	TRUE
GCST90469892	39789286	TRUE
GCST90469894	39789286	TRUE
GCST90470256	39789286	TRUE
GCST90470259	39789286	TRUE
GCST90470260	39789286	TRUE
GCST90470261	39789286	TRUE
GCST90470262	39789286	TRUE
GCST90470263	39789286	TRUE
GCST90470264	39789286	TRUE
GCST90470265	39789286	TRUE
GCST90470267	39789286	TRUE
GCST90470268	39789286	TRUE
GCST90470270	39789286	TRUE
GCST90470271	39789286	TRUE
GCST90470272	39789286	TRUE
GCST90470273	39789286	TRUE
GCST90470274	39789286	TRUE
GCST90470275	39789286	TRUE
GCST90470276	39789286	TRUE
GCST90470277	39789286	TRUE
GCST90470278	39789286	TRUE
GCST90470280	39789286	TRUE
GCST90469820	39789286	TRUE
GCST90469822	39789286	TRUE
GCST90469823	39789286	TRUE
GCST90469825	39789286	TRUE
GCST90469827	39789286	TRUE
GCST90469828	39789286	TRUE
GCST90469829	39789286	TRUE
GCST90469830	39789286	TRUE
GCST90469831	39789286	TRUE
GCST90469832	39789286	TRUE
GCST90469833	39789286	TRUE
GCST90469834	39789286	TRUE
GCST90469835	39789286	TRUE
GCST90469836	39789286	TRUE
GCST90469837	39789286	TRUE
GCST90469838	39789286	TRUE
GCST90469839	39789286	TRUE
GCST90469840	39789286	TRUE
GCST90469842	39789286	TRUE
GCST90469843	39789286	TRUE
GCST90469844	39789286	TRUE
GCST90470374	39789286	TRUE
GCST90470375	39789286	TRUE
GCST90470378	39789286	TRUE
GCST90470379	39789286	TRUE
GCST90470380	39789286	TRUE
GCST90470381	39789286	TRUE
GCST90470382	39789286	TRUE
GCST90470383	39789286	TRUE
GCST90470384	39789286	TRUE
GCST90470385	39789286	TRUE
GCST90470386	39789286	TRUE
GCST90470387	39789286	TRUE
GCST90470388	39789286	TRUE
GCST90470391	39789286	TRUE
GCST90470392	39789286	TRUE
GCST90470393	39789286	TRUE
GCST90470394	39789286	TRUE
GCST90470396	39789286	TRUE
GCST90470398	39789286	TRUE
GCST90471063	39789286	TRUE
GCST90471064	39789286	TRUE
GCST90471065	39789286	TRUE
GCST90471066	39789286	TRUE
GCST90471068	39789286	TRUE
GCST90471069	39789286	TRUE
GCST90471070	39789286	TRUE
GCST90471071	39789286	TRUE
GCST90471072	39789286	TRUE
GCST90471074	39789286	TRUE
GCST90471075	39789286	TRUE
GCST90471076	39789286	TRUE
GCST90471077	39789286	TRUE
GCST90471078	39789286	TRUE
GCST90471079	39789286	TRUE
GCST90471081	39789286	TRUE
GCST90471082	39789286	TRUE
GCST90471084	39789286	TRUE
GCST90471085	39789286	TRUE
GCST90471086	39789286	TRUE
GCST90471087	39789286	TRUE
GCST90470450	39789286	TRUE
GCST90470451	39789286	TRUE
GCST90470452	39789286	TRUE
GCST90470453	39789286	TRUE
GCST90470454	39789286	TRUE
GCST90470456	39789286	TRUE
GCST90470459	39789286	TRUE
GCST90470461	39789286	TRUE
GCST90470463	39789286	TRUE
GCST90470464	39789286	TRUE
GCST90470465	39789286	TRUE
GCST90470466	39789286	TRUE
GCST90470467	39789286	TRUE
GCST90470468	39789286	TRUE
GCST90470469	39789286	TRUE
GCST90470470	39789286	TRUE
GCST90470471	39789286	TRUE
GCST90470472	39789286	TRUE
GCST90470473	39789286	TRUE
GCST90470474	39789286	TRUE
GCST90470475	39789286	TRUE
GCST90470477	39789286	TRUE
GCST90470478	39789286	TRUE
GCST90470479	39789286	TRUE
GCST90470480	39789286	TRUE
GCST90470482	39789286	TRUE
GCST90470483	39789286	TRUE
GCST90470484	39789286	TRUE
GCST90470486	39789286	TRUE
GCST90470487	39789286	TRUE
GCST90470488	39789286	TRUE
GCST90470489	39789286	TRUE
GCST90470490	39789286	TRUE
GCST90470491	39789286	TRUE
GCST90470492	39789286	TRUE
GCST90470495	39789286	TRUE
GCST90470496	39789286	TRUE
GCST90470498	39789286	TRUE
GCST90470424	39789286	TRUE
GCST90470425	39789286	TRUE
GCST90470428	39789286	TRUE
GCST90470430	39789286	TRUE
GCST90470431	39789286	TRUE
GCST90470433	39789286	TRUE
GCST90470434	39789286	TRUE
GCST90470435	39789286	TRUE
GCST90470437	39789286	TRUE
GCST90470439	39789286	TRUE
GCST90470440	39789286	TRUE
GCST90470441	39789286	TRUE
GCST90470442	39789286	TRUE
GCST90470443	39789286	TRUE
GCST90470446	39789286	TRUE
GCST90470447	39789286	TRUE
GCST90470448	39789286	TRUE
GCST90471089	39789286	TRUE
GCST90471090	39789286	TRUE
GCST90471092	39789286	TRUE
GCST90471093	39789286	TRUE
GCST90471095	39789286	TRUE
GCST90471096	39789286	TRUE
GCST90471097	39789286	TRUE
GCST90471099	39789286	TRUE
GCST90471100	39789286	TRUE
GCST90471101	39789286	TRUE
GCST90471102	39789286	TRUE
GCST90471103	39789286	TRUE
GCST90471104	39789286	TRUE
GCST90471105	39789286	TRUE
GCST90471106	39789286	TRUE
GCST90471107	39789286	TRUE
GCST90470370	39789286	TRUE
GCST90470371	39789286	TRUE
GCST90470372	39789286	TRUE
GCST90470373	39789286	TRUE
GCST90470399	39789286	TRUE
GCST90470400	39789286	TRUE
GCST90470401	39789286	TRUE
GCST90470402	39789286	TRUE
GCST90470403	39789286	TRUE
GCST90470404	39789286	TRUE
GCST90470406	39789286	TRUE
GCST90470407	39789286	TRUE
GCST90470408	39789286	TRUE
GCST90470409	39789286	TRUE
GCST90470410	39789286	TRUE
GCST90470411	39789286	TRUE
GCST90470412	39789286	TRUE
GCST90470414	39789286	TRUE
GCST90470417	39789286	TRUE
GCST90470419	39789286	TRUE
GCST90470421	39789286	TRUE
GCST90470422	39789286	TRUE
GCST90470423	39789286	TRUE
GCST90470071	39789286	TRUE
GCST90470072	39789286	TRUE
GCST90470073	39789286	TRUE
GCST90470074	39789286	TRUE
